Compound ID,Uniprot ID,Compound Name,Standard inchi key,Max Phase,Target Pref Name,Gene Names,Target Class,Wild type or mutant,Mutation information,PubMed ID,End Point Standard Type,End Point Standard Relation,End Point Standard Value,End Point Standard Units,Endpoint Mode of Action,Assay Format,Assay Type,Assay Sub Type,Inhibitor Type,Detection Technology,Compound concentration value,Compound concentration value units,Substrate type,Substrate Type Standard Relation,Substrate Type Standard Value,Substrate Type Standard Units,Assay cell line,Assay Description,Activity Comments,Title,Journal,Year,Volume,Issue,Authors,Annotation Comments,Assay ID,DTC Tid,DTC Activity ID,DTC Molregno,Record ID,DTC Document ID
CHEMBL510855,P23975,,ONSNNWXLUHKPDE-MSOLQXFVSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,19329313,IC50,=,29,NM,,cell_based,,,,,,,,,,,,Inhibition of norepinephrine uptake at human NET expressed in MDCK-Net6 cells,,3-(Arylamino)-3-phenylpropan-2-olamines as a new series of dual norepinephrine and serotonin reuptake inhibitors.,Bioorg. Med. Chem. Lett.,2009,19,9,"Vu AT, Cohn ST, Terefenko EA, Moore WJ, Zhang P, Mahaney PE, Trybulski EJ, Goljer I, Dooley R, Bray JA, Johnston GH, Leiter J, Deecher DC",,500244,DTCT0023180,2725278,DTCC00537200,941511,34196
CHEMBL510915,P23975,,WQHNJPRNTDZGGW-RRPNLBNLSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18954981,IC50,=,3,NM,,cell_based,,,,,,,,,,,,Inhibition of norepinephrine uptake at human NET transfected in HEK cells,,Synthesis and structure-activity relationships of selective norepinephrine reuptake inhibitors (sNRI) with improved pharmaceutical characteristics.,Bioorg. Med. Chem. Lett.,2008,18,23,"Pontillo J, Wu D, Ching B, Hudson S, Genicot MJ, Gao Y, Ewing T, Fleck BA, Gogas K, Aparicio A, Wang H, Wen J, Wade WS",,558433,DTCT0023180,2793570,DTCC00514460,1275944,31630
CHEMBL511,P23975,PYRILAMINE,YECBIJXISLIIDS-UHFFFAOYSA-N,4,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,,IC50,,,,,,,,,,,,,,,,MDCK,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774705,DTCT0023180,7392303,DTCC00141084,1830688,46191
CHEMBL511,P23975,PYRILAMINE,YECBIJXISLIIDS-UHFFFAOYSA-N,4,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,,KI,,,,,,,,,,,,,,,,MDCK,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774705,DTCT0023180,7392304,DTCC00141084,1830688,46191
CHEMBL511163,P23975,,QLXIMJBRAWACSR-UHFFFAOYSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,19201198,IC50,=,3420,NM,,cell_based,,,,,,,,,,,,Inhibition of [3H]norepinephrine reuptake at human NET expressed in HEK cells,,"2,5-Disubstituted tetrahydrofurans as selective serotonin re-uptake inhibitors.",Bioorg. Med. Chem.,2009,17,5,"Voelker T, Xia H, Fandrick K, Johnson R, Janowsky A, Cashman JR",,541290,DTCT0023180,2816210,DTCC00567118,1395247,32733
CHEMBL511163,P23975,,QLXIMJBRAWACSR-UHFFFAOYSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,19201198,KI,>,10000,NM,,cell_based,,,,,,,,,,,,Displacement of [125I]RTI55 from human NET expressed in HEK cells,,"2,5-Disubstituted tetrahydrofurans as selective serotonin re-uptake inhibitors.",Bioorg. Med. Chem.,2009,17,5,"Voelker T, Xia H, Fandrick K, Johnson R, Janowsky A, Cashman JR",,541288,DTCT0023180,2816101,DTCC00567118,1395247,32733
CHEMBL511288,P23975,,ZLNPNQNLLKIKSH-FOYRJYEQSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18556210,KI,>,2000,NM,,,,,,,,,,,,,,Displacement of [3H]nisoxetine from NET,,Synthesis and monoamine transporter binding properties of 2beta-[3'-(substituted benzyl)isoxazol-5-yl]- and 2beta-[3'-methyl-4'-(substituted phenyl)isoxazol-5-yl]-3beta-(substituted phenyl)tropanes.,Bioorg. Med. Chem.,2008,16,14,"Jin C, Navarro HA, Page K, Carroll FI",,492351,DTCT0023180,2655407,DTCC00509455,1005745,30473
CHEMBL511347,P23975,WY-46824,KVRIVKGFVFCJEI-UHFFFAOYSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18557608,IC50,=,58,NM,,cell_based,,,,,,,,,,,,Inhibition of norepinephrine uptake at human norepinephrine transporter expressed in MDCK-Net6 cells,,Structure-activity relationships of the cycloalkanol ethylamine scaffold: discovery of selective norepinephrine reuptake inhibitors.,J. Med. Chem.,2008,51,13,"Mahaney PE, Gavrin LK, Trybulski EJ, Stack GP, Vu TA, Cohn ST, Ye F, Belardi JK, Santilli AA, Sabatucci JP, Leiter J, Johnston GH, Bray JA, Burroughs KD, Cosmi SA, Leventhal L, Koury EJ, Zhang Y, Mugford CA, Ho DM, Rosenzweig-Lipson SJ, Platt B, Smith VA, Deecher DC",,487422,DTCT0023180,2657184,DTCC00005280,1264310,30478
CHEMBL511347,P23975,WY-46824,KVRIVKGFVFCJEI-UHFFFAOYSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18557608,KI,=,46,NM,,cell_based,,,,,,,,,,,,Displacement of [3H]nisoxetine from human norepinephrine transporter expressed in MDCK-Net6 cells,,Structure-activity relationships of the cycloalkanol ethylamine scaffold: discovery of selective norepinephrine reuptake inhibitors.,J. Med. Chem.,2008,51,13,"Mahaney PE, Gavrin LK, Trybulski EJ, Stack GP, Vu TA, Cohn ST, Ye F, Belardi JK, Santilli AA, Sabatucci JP, Leiter J, Johnston GH, Bray JA, Burroughs KD, Cosmi SA, Leventhal L, Koury EJ, Zhang Y, Mugford CA, Ho DM, Rosenzweig-Lipson SJ, Platt B, Smith VA, Deecher DC",,487421,DTCT0023180,2657152,DTCC00005280,1264310,30478
CHEMBL511466,P23975,,GLLHCTWOTAUGQC-ZSFQTYJUSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18556210,KI,=,553,NM,,,,,,,,,,,,,,Displacement of [3H]nisoxetine from NET,,Synthesis and monoamine transporter binding properties of 2beta-[3'-(substituted benzyl)isoxazol-5-yl]- and 2beta-[3'-methyl-4'-(substituted phenyl)isoxazol-5-yl]-3beta-(substituted phenyl)tropanes.,Bioorg. Med. Chem.,2008,16,14,"Jin C, Navarro HA, Page K, Carroll FI",,492351,DTCT0023180,2655384,DTCC00509426,1296883,30473
CHEMBL511500,P23975,,CLSUYIGLXGEXLU-QWHCGFSZSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,19201198,IC50,=,628,NM,,cell_based,,,,,,,,,,,,Inhibition of [3H]norepinephrine reuptake at human NET expressed in HEK cells,,"2,5-Disubstituted tetrahydrofurans as selective serotonin re-uptake inhibitors.",Bioorg. Med. Chem.,2009,17,5,"Voelker T, Xia H, Fandrick K, Johnson R, Janowsky A, Cashman JR",,541290,DTCT0023180,2816225,DTCC00567295,1167421,32733
CHEMBL511500,P23975,,CLSUYIGLXGEXLU-QWHCGFSZSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,19201198,KI,=,5993,NM,,cell_based,,,,,,,,,,,,Displacement of [125I]RTI55 from human NET expressed in HEK cells,,"2,5-Disubstituted tetrahydrofurans as selective serotonin re-uptake inhibitors.",Bioorg. Med. Chem.,2009,17,5,"Voelker T, Xia H, Fandrick K, Johnson R, Janowsky A, Cashman JR",,541288,DTCT0023180,2816116,DTCC00567295,1167421,32733
CHEMBL511525,P23975,,KVRIVKGFVFCJEI-JPKZNVRTSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18557608,IC50,=,29,NM,,cell_based,,,,,,,,,,,,Inhibition of norepinephrine uptake at human norepinephrine transporter expressed in MDCK-Net6 cells,,Structure-activity relationships of the cycloalkanol ethylamine scaffold: discovery of selective norepinephrine reuptake inhibitors.,J. Med. Chem.,2008,51,13,"Mahaney PE, Gavrin LK, Trybulski EJ, Stack GP, Vu TA, Cohn ST, Ye F, Belardi JK, Santilli AA, Sabatucci JP, Leiter J, Johnston GH, Bray JA, Burroughs KD, Cosmi SA, Leventhal L, Koury EJ, Zhang Y, Mugford CA, Ho DM, Rosenzweig-Lipson SJ, Platt B, Smith VA, Deecher DC",,487422,DTCT0023180,2657182,DTCC00510160,455881,30478
CHEMBL511525,P23975,,KVRIVKGFVFCJEI-JPKZNVRTSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18557608,KI,=,14,NM,,cell_based,,,,,,,,,,,,Displacement of [3H]nisoxetine from human norepinephrine transporter expressed in MDCK-Net6 cells,,Structure-activity relationships of the cycloalkanol ethylamine scaffold: discovery of selective norepinephrine reuptake inhibitors.,J. Med. Chem.,2008,51,13,"Mahaney PE, Gavrin LK, Trybulski EJ, Stack GP, Vu TA, Cohn ST, Ye F, Belardi JK, Santilli AA, Sabatucci JP, Leiter J, Johnston GH, Bray JA, Burroughs KD, Cosmi SA, Leventhal L, Koury EJ, Zhang Y, Mugford CA, Ho DM, Rosenzweig-Lipson SJ, Platt B, Smith VA, Deecher DC",,487421,DTCT0023180,2657150,DTCC00510160,455881,30478
CHEMBL511603,P23975,,YSZKSMMSKUUKKE-UHFFFAOYSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,19445453,KI,>,6000,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]RTI55 from human NET expressed in HEK293 cells,,Structure-activity relationships comparing N-(6-methylpyridin-yl)-substituted aryl amides to 2-methyl-6-(substituted-arylethynyl)pyridines or 2-methyl-4-(substituted-arylethynyl)thiazoles as novel metabotropic glutamate receptor subtype 5 antagonists.,J. Med. Chem.,2009,52,11,"Kulkarni SS, Zou MF, Cao J, Deschamps JR, Rodriguez AL, Conn PJ, Newman AH",,523086,DTCT0023180,2826436,DTCC00536196,1503161,33656
CHEMBL511603,P23975,,YSZKSMMSKUUKKE-UHFFFAOYSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,19445453,KI,>,6000,NM,,cell_based,,,,,,,,,,,HEK293,Inhibition of norepinephrine uptake at human NET expressed in HEK293 cells,,Structure-activity relationships comparing N-(6-methylpyridin-yl)-substituted aryl amides to 2-methyl-6-(substituted-arylethynyl)pyridines or 2-methyl-4-(substituted-arylethynyl)thiazoles as novel metabotropic glutamate receptor subtype 5 antagonists.,J. Med. Chem.,2009,52,11,"Kulkarni SS, Zou MF, Cao J, Deschamps JR, Rodriguez AL, Conn PJ, Newman AH",,523089,DTCT0023180,2826439,DTCC00536196,1503161,33656
CHEMBL511695,P23975,,KLRJYPAUNJPVOA-UHFFFAOYSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18557608,INHIBITION,=,7,%,,cell_based,,,,,,,,,,,,Inhibition of norepinephrine uptake at human norepinephrine transporter expressed in MDCK-Net6 cells at 1000 nM,,Structure-activity relationships of the cycloalkanol ethylamine scaffold: discovery of selective norepinephrine reuptake inhibitors.,J. Med. Chem.,2008,51,13,"Mahaney PE, Gavrin LK, Trybulski EJ, Stack GP, Vu TA, Cohn ST, Ye F, Belardi JK, Santilli AA, Sabatucci JP, Leiter J, Johnston GH, Bray JA, Burroughs KD, Cosmi SA, Leventhal L, Koury EJ, Zhang Y, Mugford CA, Ho DM, Rosenzweig-Lipson SJ, Platt B, Smith VA, Deecher DC",,487429,DTCT0023180,2657250,DTCC00510086,1070575,30478
CHEMBL511695,P23975,,KLRJYPAUNJPVOA-UHFFFAOYSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18557608,KI,=,1220,NM,,cell_based,,,,,,,,,,,,Displacement of [3H]nisoxetine from human norepinephrine transporter expressed in MDCK-Net6 cells,,Structure-activity relationships of the cycloalkanol ethylamine scaffold: discovery of selective norepinephrine reuptake inhibitors.,J. Med. Chem.,2008,51,13,"Mahaney PE, Gavrin LK, Trybulski EJ, Stack GP, Vu TA, Cohn ST, Ye F, Belardi JK, Santilli AA, Sabatucci JP, Leiter J, Johnston GH, Bray JA, Burroughs KD, Cosmi SA, Leventhal L, Koury EJ, Zhang Y, Mugford CA, Ho DM, Rosenzweig-Lipson SJ, Platt B, Smith VA, Deecher DC",,487421,DTCT0023180,2657154,DTCC00510086,1070575,30478
CHEMBL511827,P23975,,NIAVVXCRSHJORD-LJQANCHMSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18951020,IC50,=,6,NM,,cell_based,,,,,,,,,,,,Inhibition of norepinephrine uptake at human NET expressed in MDCK-Net6 cells,,"Synthesis and activity of novel 1- or 3-(3-amino-1-phenyl propyl)-1,3-dihydro-2H-benzimidazol-2-ones as selective norepinephrine reuptake inhibitors.",Bioorg. Med. Chem. Lett.,2008,18,23,"Zhang P, Terefenko EA, McComas CC, Mahaney PE, Vu A, Trybulski E, Koury E, Johnston G, Bray J, Deecher D",,558178,DTCT0023180,2789631,DTCC00513870,1038205,31613
CHEMBL511959,P23975,,DJVJRXDBDBMWFD-NTEVMMBTSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18557608,IC50,=,3474,NM,,cell_based,,,,,,,,,,,,Inhibition of norepinephrine uptake at human norepinephrine transporter expressed in MDCK-Net6 cells,,Structure-activity relationships of the cycloalkanol ethylamine scaffold: discovery of selective norepinephrine reuptake inhibitors.,J. Med. Chem.,2008,51,13,"Mahaney PE, Gavrin LK, Trybulski EJ, Stack GP, Vu TA, Cohn ST, Ye F, Belardi JK, Santilli AA, Sabatucci JP, Leiter J, Johnston GH, Bray JA, Burroughs KD, Cosmi SA, Leventhal L, Koury EJ, Zhang Y, Mugford CA, Ho DM, Rosenzweig-Lipson SJ, Platt B, Smith VA, Deecher DC",,487422,DTCT0023180,2657176,DTCC00113697,2068505,30478
CHEMBL511959,P23975,,DJVJRXDBDBMWFD-NTEVMMBTSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18557608,KI,=,785,NM,,cell_based,,,,,,,,,,,,Displacement of [3H]nisoxetine from human norepinephrine transporter expressed in MDCK-Net6 cells,,Structure-activity relationships of the cycloalkanol ethylamine scaffold: discovery of selective norepinephrine reuptake inhibitors.,J. Med. Chem.,2008,51,13,"Mahaney PE, Gavrin LK, Trybulski EJ, Stack GP, Vu TA, Cohn ST, Ye F, Belardi JK, Santilli AA, Sabatucci JP, Leiter J, Johnston GH, Bray JA, Burroughs KD, Cosmi SA, Leventhal L, Koury EJ, Zhang Y, Mugford CA, Ho DM, Rosenzweig-Lipson SJ, Platt B, Smith VA, Deecher DC",,487421,DTCT0023180,2657144,DTCC00113697,2068505,30478
CHEMBL512044,P23975,,BCZUZJIUZQQTDT-RBUKOAKNSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18954981,IC50,=,2,NM,,cell_based,,,,,,,,,,,,Inhibition of norepinephrine uptake at human NET transfected in HEK cells,,Synthesis and structure-activity relationships of selective norepinephrine reuptake inhibitors (sNRI) with improved pharmaceutical characteristics.,Bioorg. Med. Chem. Lett.,2008,18,23,"Pontillo J, Wu D, Ching B, Hudson S, Genicot MJ, Gao Y, Ewing T, Fleck BA, Gogas K, Aparicio A, Wang H, Wen J, Wade WS",,558433,DTCT0023180,2793583,DTCC00513768,2047950,31630
CHEMBL512130,P23975,,WDAYPJKNBZKLPA-UHFFFAOYSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,19282174,IC50,=,1500,NM,,cell_based,,,,,,,,,,,HEK293,Inhibition of radiolabeled noradrenaline reuptake at human NET expressed in HEK293 cells,,Design and optimization of selective serotonin re-uptake inhibitors with high synthetic accessibility. Part 1.,Bioorg. Med. Chem. Lett.,2009,19,8,"Andrews M, Brown A, Chiva JY, Fradet D, Gordon D, Lansdell M, MacKenny M",,564828,DTCT0023180,2620089,DTCC00570170,1874446,33285
CHEMBL512189,P23975,,JUFVWXGWKDEQTH-RRIHMMEISA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18556210,KI,=,466,NM,,,,,,,,,,,,,,Displacement of [3H]nisoxetine from NET,,Synthesis and monoamine transporter binding properties of 2beta-[3'-(substituted benzyl)isoxazol-5-yl]- and 2beta-[3'-methyl-4'-(substituted phenyl)isoxazol-5-yl]-3beta-(substituted phenyl)tropanes.,Bioorg. Med. Chem.,2008,16,14,"Jin C, Navarro HA, Page K, Carroll FI",,492351,DTCT0023180,2655371,DTCC00509430,359541,30473
CHEMBL512202,P23975,,WCTHXORWWZOJGX-HHZCPPTISA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,19053748,KI,=,1110,NM,,,,,,,,,,,,,,Displacement of [3H]nisoxetine from NET,,Development of 3-phenyltropane analogues with high affinity for the dopamine and serotonin transporters and low affinity for the norepinephrine transporter.,J. Med. Chem.,2008,51,24,"Jin C, Navarro HA, Carroll FI",,560916,DTCT0023180,2780252,DTCC00562724,1567775,31509
CHEMBL512435,P23975,,VMHPHANZAYAVEB-SJORKVTESA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,19329313,IC50,=,73,NM,,cell_based,,,,,,,,,,,,Inhibition of norepinephrine uptake at human NET expressed in MDCK-Net6 cells,,3-(Arylamino)-3-phenylpropan-2-olamines as a new series of dual norepinephrine and serotonin reuptake inhibitors.,Bioorg. Med. Chem. Lett.,2009,19,9,"Vu AT, Cohn ST, Terefenko EA, Moore WJ, Zhang P, Mahaney PE, Trybulski EJ, Goljer I, Dooley R, Bray JA, Johnston GH, Leiter J, Deecher DC",,500244,DTCT0023180,2725288,DTCC00537328,844835,34196
CHEMBL512472,P23975,,ABWNRPAQIBGXIY-ZDUSSCGKSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18625557,IC50,=,25,NM,,cell_based,,,,,,,,,,,HEK293,Inhibition of [3H]NA reuptake in human noradrenaline transporter expressed in HEK293 cells by scintillation counting,,N-Benzyl-N-(pyrrolidin-3-yl)carboxamides as a new class of selective dual serotonin/noradrenaline reuptake inhibitors.,Bioorg. Med. Chem. Lett.,2008,18,15,"Wakenhut F, Fish PV, Fray MJ, Gurrell I, Mills JE, Stobie A, Whitlock GA",,513532,DTCT0023180,2767522,DTCC00543359,2016105,30743
CHEMBL512551,P23975,,JIQNPRNQHOWEMG-UHFFFAOYSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18954985,KI,=,19,NM,,,,,,,,,,,,,,Inhibition of NET,,"Novel 3,3-disubstituted pyrrolidines as selective triple serotonin/norepinephrine/dopamine reuptake inhibitors.",Bioorg. Med. Chem. Lett.,2008,18,23,"Bannwart LM, Carter DS, Cai HY, Choy JC, Greenhouse R, Jaime-Figueroa S, Iyer PS, Lin CJ, Lee EK, Lucas MC, Lynch SM, Madera AM, Moore A, Ozboya K, Raptova L, Roetz R, Schoenfeld RC, Stein KA, Steiner S, Villa M, Weikert RJ, Zhai Y",,493416,DTCT0023180,2602745,DTCC00564603,1503474,32656
CHEMBL512665,P23975,,BGQYUSCFJWWBHR-UHFFFAOYSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,19282174,IC50,=,40000,NM,,cell_based,,,,,,,,,,,HEK293,Inhibition of radiolabeled noradrenaline reuptake at human NET expressed in HEK293 cells,,Design and optimization of selective serotonin re-uptake inhibitors with high synthetic accessibility. Part 1.,Bioorg. Med. Chem. Lett.,2009,19,8,"Andrews M, Brown A, Chiva JY, Fradet D, Gordon D, Lansdell M, MacKenny M",,564828,DTCT0023180,2620052,DTCC00570027,1167468,33285
CHEMBL512677,P23975,,LYBIOYSWEAGQEQ-FQEVSTJZSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18951020,IC50,=,215,NM,,cell_based,,,,,,,,,,,,Inhibition of norepinephrine uptake at human NET expressed in MDCK-Net6 cells,,"Synthesis and activity of novel 1- or 3-(3-amino-1-phenyl propyl)-1,3-dihydro-2H-benzimidazol-2-ones as selective norepinephrine reuptake inhibitors.",Bioorg. Med. Chem. Lett.,2008,18,23,"Zhang P, Terefenko EA, McComas CC, Mahaney PE, Vu A, Trybulski E, Koury E, Johnston G, Bray J, Deecher D",,558178,DTCT0023180,2789673,DTCC00513945,1264363,31613
CHEMBL512685,P23975,,OAUPYPVBPTVZBM-CQMVAQQKSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18556210,KI,>,2000,NM,,,,,,,,,,,,,,Displacement of [3H]nisoxetine from NET,,Synthesis and monoamine transporter binding properties of 2beta-[3'-(substituted benzyl)isoxazol-5-yl]- and 2beta-[3'-methyl-4'-(substituted phenyl)isoxazol-5-yl]-3beta-(substituted phenyl)tropanes.,Bioorg. Med. Chem.,2008,16,14,"Jin C, Navarro HA, Page K, Carroll FI",,492351,DTCT0023180,2655409,DTCC00509450,9695,30473
CHEMBL512736,P23975,,WFCMRRKVDOAHNR-ZWNOBZJWSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,19201198,IC50,>,10000,NM,,cell_based,,,,,,,,,,,,Inhibition of [3H]norepinephrine reuptake at human NET expressed in HEK cells,,"2,5-Disubstituted tetrahydrofurans as selective serotonin re-uptake inhibitors.",Bioorg. Med. Chem.,2009,17,5,"Voelker T, Xia H, Fandrick K, Johnson R, Janowsky A, Cashman JR",,541290,DTCT0023180,2816219,DTCC00567197,1104000,32733
CHEMBL512736,P23975,,WFCMRRKVDOAHNR-ZWNOBZJWSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,19201198,KI,=,27500,NM,,cell_based,,,,,,,,,,,,Displacement of [125I]RTI55 from human NET expressed in HEK cells,,"2,5-Disubstituted tetrahydrofurans as selective serotonin re-uptake inhibitors.",Bioorg. Med. Chem.,2009,17,5,"Voelker T, Xia H, Fandrick K, Johnson R, Janowsky A, Cashman JR",,541288,DTCT0023180,2816110,DTCC00567197,1104000,32733
CHEMBL512795,P23975,,MOQOVFQXRKZPCT-MSOLQXFVSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,19329313,INHIBITION,=,31,%,,cell_based,,,,,,,,,,,,Inhibition of norepinephrine uptake at human NET expressed in MDCK-Net6 cells at 1 uM,,3-(Arylamino)-3-phenylpropan-2-olamines as a new series of dual norepinephrine and serotonin reuptake inhibitors.,Bioorg. Med. Chem. Lett.,2009,19,9,"Vu AT, Cohn ST, Terefenko EA, Moore WJ, Zhang P, Mahaney PE, Trybulski EJ, Goljer I, Dooley R, Bray JA, Johnston GH, Leiter J, Deecher DC",,500245,DTCT0023180,2725297,DTCC00537403,132329,34196
CHEMBL512851,P23975,,XCOOHOIRZJLJRQ-WFASDCNBSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18954038,IC50,=,2.3,NM,,cell_based,,,,,,,,,,,HEK293,"Displacement of Levo[ring-2,5,6-3H]norepinephrine from human cloned NET expressed in HEK293 cells by microplate scintillation counter",,"Characterization of thien-2-yl 1S,2R-milnacipran analogues as potent norepinephrine/serotonin transporter inhibitors for the treatment of neuropathic pain.",J. Med. Chem.,2008,51,22,"Dyck B, Tamiya J, Jovic F, Pick RR, Bradbury MJ, O'Brien J, Wen J, Johns M, Madan A, Fleck BA, Foster AC, Li B, Zhang M, Tran JA, Vickers T, Grey J, Saunders J, Chen C",,493240,DTCT0023180,2599940,DTCC00565991,1885780,32649
CHEMBL512878,P23975,,DQRDMGPCIADVBP-ZSFQTYJUSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18556210,KI,>,2000,NM,,,,,,,,,,,,,,Displacement of [3H]nisoxetine from NET,,Synthesis and monoamine transporter binding properties of 2beta-[3'-(substituted benzyl)isoxazol-5-yl]- and 2beta-[3'-methyl-4'-(substituted phenyl)isoxazol-5-yl]-3beta-(substituted phenyl)tropanes.,Bioorg. Med. Chem.,2008,16,14,"Jin C, Navarro HA, Page K, Carroll FI",,492351,DTCT0023180,2655411,DTCC00509428,1199224,30473
CHEMBL512967,P23975,,KSQKTWNQJCTCMA-LBPRGKRZSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18625557,IC50,=,60,NM,,cell_based,,,,,,,,,,,HEK293,Inhibition of [3H]NA reuptake in human noradrenaline transporter expressed in HEK293 cells by scintillation counting,,N-Benzyl-N-(pyrrolidin-3-yl)carboxamides as a new class of selective dual serotonin/noradrenaline reuptake inhibitors.,Bioorg. Med. Chem. Lett.,2008,18,15,"Wakenhut F, Fish PV, Fray MJ, Gurrell I, Mills JE, Stobie A, Whitlock GA",,513532,DTCT0023180,2767529,DTCC00543284,111465,30743
CHEMBL513,P23975,CARMUSTINE,DLGOEMSEDOSKAD-UHFFFAOYSA-N,4,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,,IC50,,,,,,,,,,,,,,,,MDCK,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774705,DTCT0023180,7366497,DTCC00141242,1383773,46191
CHEMBL513,P23975,CARMUSTINE,DLGOEMSEDOSKAD-UHFFFAOYSA-N,4,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,,KI,,,,,,,,,,,,,,,,MDCK,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774705,DTCT0023180,7366498,DTCC00141242,1383773,46191
CHEMBL513090,P23975,,MDTSUTPVPDPVGP-CHKHYCHESA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,19053748,KI,=,160,NM,,,,,,,,,,,,,,Displacement of [3H]nisoxetine from NET,,Development of 3-phenyltropane analogues with high affinity for the dopamine and serotonin transporters and low affinity for the norepinephrine transporter.,J. Med. Chem.,2008,51,24,"Jin C, Navarro HA, Carroll FI",,560916,DTCT0023180,2780255,DTCC00562337,1243858,31509
CHEMBL513139,P23975,,YRBVTLBLPHIXQP-ZDUSSCGKSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,18625557,IC50,=,28,NM,,cell_based,,,,,,,,,,,HEK293,Inhibition of [3H]NA reuptake in human noradrenaline transporter expressed in HEK293 cells by scintillation counting,,N-Benzyl-N-(pyrrolidin-3-yl)carboxamides as a new class of selective dual serotonin/noradrenaline reuptake inhibitors.,Bioorg. Med. Chem. Lett.,2008,18,15,"Wakenhut F, Fish PV, Fray MJ, Gurrell I, Mills JE, Stobie A, Whitlock GA",,513532,DTCT0023180,2767526,DTCC00543287,920590,30743
