Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL4074404,,0,391.36,1,5.55,11h,[O-][S+](Cc1cccs1)C(c1ccccc1)c1ccc(Br)cc1,IC50,,,,,,Not Active,,,,,,FALSE,CHEMBL4032121,Inhibition of re-uptake of [3H]MPP+ at human NET expressed in HEK293 cells preincubated for 5 mins followed by [3H]-dopamine addition measured after 3 min by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4028886,1,Scientific Literature,J Med Chem,2017,CHEMBL3307715,
CHEMBL1224091,,0,296.8,0,2.65,(+)-58,CC(C)OCC1(C(=O)c2ccc(N)c(Cl)c2)CCCN1,Ki,'=',2.512,nM,8.6,,,UO_0000065,28.98,0.59,5.95,13.36,FALSE,CHEMBL1225486,Inhibition of [3H]norepinephrine reuptake at norepinephrine transporter,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1221322,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL487355,5-(3-BENZYLPYRROLIDIN-3-YL)-1H-INDOLE (STRUCTURAL MIX),0,276.38,0,3.64,7,c1ccc(CC2(c3ccc4[nH]ccc4c3)CCNC2)cc1,Ki,'=',1,nM,9,,,UO_0000065,32.56,0.59,5.36,32.35,FALSE,CHEMBL1225486,Inhibition of [3H]norepinephrine reuptake at norepinephrine transporter,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1221322,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL1261,CITRIC ACID,4,192.12,0,-1.25,CITRIC ACID,O=C(O)CC(O)(CC(=O)O)C(=O)O,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL404520,CHLORTETRACYCLINE,4,478.89,1,0.44,CHLORTETRACYCLINE,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL1086273,,0,314.4,0,3.02,6i,COc1c(F)cccc1CC(c1ccccc1)N1CCNCC1,Ki,'=',84,nM,7.08,,,UO_0000065,22.51,0.42,4.06,28.88,FALSE,CHEMBL1120510,Displacement of [3H]nisoxetine from human NET expressed in HEK293 cells by scintillation proximity assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1155538,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,CHEMBL3307715,
CHEMBL1224161,,0,318.42,0,3.96,8c,O=C(c1ccc2[nH]ccc2c1)C1(Cc2ccccc2)CCCNC1,Ki,'=',25.12,nM,7.6,,,UO_0000065,23.87,0.43,3.64,16.93,FALSE,CHEMBL1225486,Inhibition of [3H]norepinephrine reuptake at norepinephrine transporter,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1221322,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL1762474,,0,418.9,0,4.39,6c,N#Cc1ccc(Cl)cc1S[C@H](CCN)c1ccccc1.O=C(O)/C=C/C(=O)O,IC50,'=',17000,nM,4.77,,,UO_0000065,15.75,0.33,0.38,9.58,FALSE,CHEMBL1763070,Inhibition of NET,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1759901,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,None,
CHEMBL2430685,,0,340.64,0,4.64,2f,O=C1NCC(c2ccc(Cl)cc2)C1c1ccc(Cl)c(Cl)c1,IC50,'=',1900,nM,5.72,,,UO_0000065,16.8,0.37,1.08,19.66,FALSE,CHEMBL2433695,Displacement of [3H]Nisoxetine from human recombinant NET over-expressed in dog MDCK cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2429823,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,CHEMBL3308370,
CHEMBL2430699,,0,356.25,1,5.14,2t,O=C1NCC(c2ccc(Cl)c(Cl)c2)C1c1ccc2ccccc2c1,IC50,'=',482.9,nM,6.32,,,UO_0000065,17.73,0.36,1.18,21.7,FALSE,CHEMBL2433695,Displacement of [3H]Nisoxetine from human recombinant NET over-expressed in dog MDCK cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2429823,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,CHEMBL3308370,
CHEMBL599845,,0,300.23,0,3.51,"12, exo(se)",CCCOC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,Ki,'=',31.62,nM,7.5,,,UO_0000065,24.98,0.54,3.99,35.28,FALSE,CHEMBL1068887,Displacement of [3H]nisoxetine from human recombinant NET expressed in BacMam virus-transduced cells by scintillation proximity assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1157620,1,Scientific Literature,J. Med. Chem.,2010,None,
CHEMBL602305,,0,349.33,0,3.09,6o,CC(C)OC(=O)N/N=c1\sc2cc(OC(F)(F)F)ccc2n1C,Activity,'=',43,%,,,,UO_0000187,,,,,FALSE,CHEMBL1071537,Binding affinity to NET at 10 uM by displacement assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1157731,1,Scientific Literature,J. Med. Chem.,2010,None,
CHEMBL64391,ITRACONAZOLE,4,705.65,3,5.58,ITRACONAZOLE,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL459165,,0,276.38,0,3.64,(+)-20,c1ccc(CC2(c3ccc4cc[nH]c4c3)CCNC2)cc1,Ki,'=',1,nM,9,,,UO_0000065,32.56,0.59,5.36,32.35,FALSE,CHEMBL944373,Inhibition of NET,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1152295,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL3982551,,0,434.47,1,5.63,BDBM202591,CCS(=O)(=O)CCCCNC(CC(C)C)C1(c2ccc(Cl)c(Cl)c2)CCC1,Ki,'=',44.72,nM,7.35,,359343,UO_0000065,16.92,0.37,1.72,15.92,FALSE,CHEMBL3887869,"Radioligand Binding Assay: The compounds were evaluated using well established radioligand binding assays protocols (Galli, A. et al., J. Exp. Biol. 1995, 198, 2197-2212; Giros, B. et al., Trends Pharmcol. Sci. 1993, 14, 43-49; Gu, H. et al., J. Biol. Chem. 1994, 269(10), 7124-7130; Shearman, L. P. et al, Am. J. Physiol., 1998, 275(6 Pt 1), C1621-1629; Wolf, W. A. et al., J. Biol. Chem. 1992, 267(29), 20820-20825). The human recombinant transporter proteins dopamine (DAT), norepinephrine (NET) and serotonin (SERT) were selected for the in vitro assays.",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3886482,37,BindingDB Database,,2016,None,
CHEMBL3309702,,0,322.24,0,4.72,2ac,Clc1ccc(C(CC2CNC2)Oc2ccccc2)cc1Cl,Inhibition,'=',100,%,,,,UO_0000187,,,,,FALSE,CHEMBL3363911,Inhibition of norepinephrine reuptake at human NET expressed in HEK293 cells at 1 uM after 15 mins by fluorescence neurotransmitter transporter assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3352322,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014,CHEMBL3307715,
CHEMBL1683902,,0,267.42,0,4.6,43,CN(C)CC1(c2ccc3ccccc3c2)CCCCC1,IC50,'=',7,nM,8.15,,,UO_0000065,30.49,0.56,3.55,251.69,FALSE,CHEMBL1686716,Inhibition of human recombinant Norepinephrine transporter,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1681686,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,None,
CHEMBL4169752,,0,308.42,0,3.08,20b,c1ccc(CN2CCc3cc(N4CCOCC4)ccc3C2)cc1,Inhibition,'<',50,%,,,,UO_0000187,,,,,FALSE,CHEMBL4153440,Displacement of [3H]-Nisoxetine from human NET receptor expressed in stable HEK cells at 10 uM after 90 mins by microbeta scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4152214,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL3770836,,0,291.35,0,2.92,3,NCC(C(=O)Nc1ccc2cnccc2c1)c1ccccc1,Inhibition,'>=',70,%,,,,UO_0000187,,,,,FALSE,CHEMBL3796586,Inhibition of human norepinephrine transporter at 10 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3792347,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL3323179,,0,336.5,0,4.54,10g,CN(C)Cc1ccc2c(c1)CN(C)CC2c1ccc2sccc2c1,IC50,'<',3,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3379356,Displacement of [3H]Nisoxetine from human NET expressed in HEK293E cells after 1 hr by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293E,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3351632,1,Scientific Literature,ACS Med. Chem. Lett.,2014,None,
CHEMBL72,DESIPRAMINE,4,266.39,0,3.53,Desipramine,CNCCCN1c2ccccc2CCc2ccccc21,IC50,'=',3.4,nM,8.47,,,UO_0000065,31.79,0.58,4.94,55.46,TRUE,CHEMBL1115565,Inhibition of human NET transfected in MDCK-Net6 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK-Net6,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1158540,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL3104091,,0,288.39,0,3.72,"7, 20344",CN1CCc2c(c3cccc4c3n2-c2ccccc2CC4)C1,Ki,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3108276,Displacement of [3H]Nisoxetine from norepinephrine transporter (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3102773,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014,None,
CHEMBL538876,,0,425.31,0,4.05,PE2I,COC(=O)[C@H]1[C@@H](c2ccc(C)cc2)C[C@@H]2CC[C@H]1N2C/C=C/I,Ki,'>',1000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3106447,Binding affinity to NET (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3102763,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,
CHEMBL1405,ESTRONE,4,270.37,0,3.82,ESTRONE,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL1077647,,0,315.24,0,3.45,18,CC(C)CN(C(=O)c1cc(Cl)ccc1Cl)[C@H]1CCNC1,Ki,'=',198,nM,6.7,,,UO_0000065,21.26,0.46,3.25,20.73,FALSE,CHEMBL1112302,Displacement of [3H]noradrenaline from human NET receptor expressed in HEK293 cells by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1154203,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,CHEMBL3307715,
CHEMBL1078169,,0,288.44,0,3.27,29,CC(C)CN(C(=O)c1ccccc1C(C)C)[C@H]1CCNC1,Ki,'=',65,nM,7.19,,,UO_0000065,24.92,0.47,3.92,22.22,FALSE,CHEMBL1112302,Displacement of [3H]noradrenaline from human NET receptor expressed in HEK293 cells by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1154203,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,CHEMBL3307715,
CHEMBL528995,,0,228.12,0,2.85,"DOV-216, 303",Clc1ccc(C23CNCC2C3)cc1Cl,IC50,'=',20,nM,7.7,,,UO_0000065,33.75,0.75,4.85,64,TRUE,CHEMBL1647125,Inhibition of [3H]norepinephrine reuptake at human NET expressed in MDCK cells by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1641414,1,Scientific Literature,Bioorg. Med. Chem.,2011,CHEMBL3308370,
CHEMBL1080790,,0,329.27,0,3.84,12,CC(C)(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,Ki,'=',13,nM,7.89,,,UO_0000065,23.95,0.51,4.05,24.38,FALSE,CHEMBL1112302,Displacement of [3H]noradrenaline from human NET receptor expressed in HEK293 cells by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1154203,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,CHEMBL3307715,
CHEMBL583751,,0,271.33,0,4.09,16d,Fc1cccc(C2CCNCC2)c1Oc1ccccc1,Ki,'=',1370,nM,5.86,,,UO_0000065,21.61,0.4,1.77,27.58,FALSE,CHEMBL1047378,Displacement of [125I]RTI-55 from human NET expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1154653,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,CHEMBL3307715,
CHEMBL2336611,,0,1011.1,None,None,"1, JHC 1-064",CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)NCCCCCC(=O)NCCN4[C@@H]5CC[C@@H]4[C@@H](C(=O)OC)[C@@H](c4ccc(Cl)c(Cl)c4)C5)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,Ki,'=',194,nM,6.71,,,UO_0000065,6.64,None,None,None,FALSE,CHEMBL2340408,Inhibition of [3H]dopamine uptake at human NET expressed in COS7 cells after 5 mins by beta-counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,COS-7,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2331119,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,CHEMBL3307648,
CHEMBL242011,HINOKININ,0,354.36,0,2.72,2,O=C1OC[C@H](Cc2ccc3c(c2)OCO3)[C@H]1Cc1ccc2c(c1)OCO2,IC50,'=',8760,nM,5.06,,,UO_0000065,14.27,0.27,2.34,8,FALSE,CHEMBL2433120,Inhibition of human NET expressed in MDCK cells using [3H]-norepinephrine as substrate after 10 mins by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2429840,1,Scientific Literature,J. Nat. Prod.,2013,CHEMBL3308370,
CHEMBL2349310,,0,403.58,0,4.34,18a,CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2)nc2nc(N)sc12,Activity,,,,,,Active,,,,,,FALSE,CHEMBL2351065,Binding affinity to norepinephrine transporter (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2346562,1,Scientific Literature,J. Med. Chem.,2013,None,
CHEMBL1080155,,0,507.51,2,5.72,3c,C[C@H]1CN(C(=O)c2ccc(-c3cccc(OC(F)(F)F)c3)cc2)CCN1C(=O)c1ccc2cc[nH]c2c1,Ki,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL1101957,Inhibition of NET,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1154934,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL1080735,,0,491.51,1,5.84,3j,C[C@H]1CN(C(=O)c2ccc(-c3ccccc3C(F)(F)F)cc2)CCN1C(=O)c1ccc2cc[nH]c2c1,Ki,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL1101957,Inhibition of NET,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1154934,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL1080907,,0,437.54,1,5.13,3k,Cc1ccccc1-c1ccc(C(=O)N2CCN(C(=O)c3ccc4cc[nH]c4c3)[C@@H](C)C2)cc1,Ki,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL1101957,Inhibition of NET,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1154934,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL1818455,,0,350.29,0,4.13,"20, enantiomer1",Cc1cc(C)n(CC23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,Ki,'=',501.19,nM,6.3,,,UO_0000065,17.99,0.37,2.17,21.11,FALSE,CHEMBL1819643,Displacement of [3H]nisoxetine from human recombinant NET by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1817647,1,Scientific Literature,Bioorg. Med. Chem.,2011,None,
CHEMBL1076378,,0,1405.67,None,None,54,CCCC[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@@H]2CSSC[C@H](NC1=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CC[C@H](O)[C@H]1C(=O)N[C@H](C(=O)O)CSSC[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H]1CCC(=O)N1)C(C)C)C(=O)N2,Activity,,,,,,Active,,,,,,FALSE,CHEMBL1105070,Displacement of [3H]nisoxetine from human NET expressed in COS7 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,COS-7,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1154792,1,Scientific Literature,J. Med. Chem.,2009,CHEMBL3307648,
CHEMBL1076376,,0,1407.65,None,None,79,CC(C)C[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@@H]2CSSC[C@H](NC1=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](CC(=O)O)C(=O)N[C@H](C(=O)O)CSSC[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H]1CCC(=O)N1)C(C)C)C(=O)N2,Activity,,,,,,Not Active,,,,,,FALSE,CHEMBL1105070,Displacement of [3H]nisoxetine from human NET expressed in COS7 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,COS-7,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1154792,1,Scientific Literature,J. Med. Chem.,2009,CHEMBL3307648,
CHEMBL446,SULFAMETHAZINE,4,278.34,0,1.48,SULFAMETHAZINE,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL565386,,0,211.33,0,2.71,4,CC(NC(C)(C)C)C(=O)c1cccs1,IC50,'>',100,nM,,,,UO_0000065,,,,,FALSE,CHEMBL1064405,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1157604,1,Scientific Literature,J. Med. Chem.,2010,CHEMBL3307715,
CHEMBL1082534,,0,345.47,0,2.8,8c,CNCCCN1Cc2ccccc2N(c2cccc(C)c2)S1(=O)=O,IC50,'=',1030,nM,5.99,,,UO_0000065,17.33,0.34,3.19,11.37,FALSE,CHEMBL1101480,Inhibition of norepinephrine uptake at human NET expressed in MDCK-Net6 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK-Net6,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1155376,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL179166,SODIUM ORTHOVANAD,0,183.91,None,None,SODIUM ORTHOVANADATE,,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL723,CARVEDILOL,4,406.48,0,3.74,1768,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,Ki,'=',533,nM,6.27,,,UO_0000065,15.43,0.29,2.53,8.28,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL580143,,0,247.34,0,2.75,2dd,COc1cccc(C(=O)C(C)N2CCCCC2)c1,IC50,'=',718,nM,6.14,,,UO_0000065,24.84,0.47,3.39,20.8,FALSE,CHEMBL1064405,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1157604,1,Scientific Literature,J. Med. Chem.,2010,CHEMBL3307715,
CHEMBL599846,,0,296.21,0,3.55,2s,CC(NC1CCCC1)C(=O)c1cccc(Br)c1,IC50,'=',2530,nM,5.6,,,UO_0000065,18.89,0.45,2.05,19.23,FALSE,CHEMBL1064405,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1157604,1,Scientific Literature,J. Med. Chem.,2010,CHEMBL3307715,
CHEMBL566001,,0,284.2,0,3.41,2h,CC(NC(C)(C)C)C(=O)c1ccc(Br)cc1,IC50,'=',2540,nM,5.59,,,UO_0000065,19.69,0.48,2.19,19.23,FALSE,CHEMBL1064405,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1157604,1,Scientific Literature,J. Med. Chem.,2010,CHEMBL3307715,
