,Molecule_ChEMBL_ID,Molecule_Name,Molecule_Max_Phase,Molecular_Weight,#RO5_Violations,AlogP,Compound_Key,Smiles,Standard_Type,Standard_Relation,Standard_Value,Standard_Units,pChEMBL_Value,Data_Validity_Comment,Comment,Uo_Units,Ligand_Efficiency_BEI,Ligand_Efficiency_LE,Ligand_Efficiency_LLE,Ligand_Efficiency_SEI,Potential_Duplicate,Assay_ChEMBL_ID,Assay_Description,Assay_Type,BAO_Format_ID,BAO_Label,Assay_Organism,Assay_Tissue_ChEMBL_ID,Assay_Tissue_Name,Assay_Cell_Type,Assay_Subcellular_Fraction,Assay_Parameters,Assay_Variant_Accession,Assay_Variant_Mutation,Target_ChEMBL_ID,Target_Name,Target_Organism,Target_Type,Document_ChEMBL_ID,Source_ID,Source_Description,Document_Journal,Document_Year,Cell_ChEMBL_ID,Properties,Standard_Value_nM,base_rdkit_smiles
6058,CHEMBL452,CLONAZEPAM,4.0,315.72,0.0,3.04,CLONAZEPAM,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
6059,CHEMBL936,DIPHENIDOL,4.0,309.45,0.0,4.19,DIPHENIDOL,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1
6060,CHEMBL573973,,0.0,272.32,0.0,3.03,17m,Fc1cccc(Oc2ccccc2N2CCNCC2)c1,Ki,'=',1720.0,nM,5.76,,,UO_0000065,21.17,0.39,2.73,23.53,False,CHEMBL1047378,Displacement of [125I]RTI-55 from human NET expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1154653,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,CHEMBL3307715,,1720.0,Fc1cccc(Oc2ccccc2N2CCNCC2)c1
6061,CHEMBL1255834,,0.0,286.4,0.0,3.7,BW-723C86,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,IC50,'=',3625.7,nM,5.44,,,UO_0000065,19.0,0.37,1.74,10.66,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,3625.7,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12
6062,CHEMBL105,MITOMYCIN,4.0,334.33,0.0,-1.65,MITOMYCIN C,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12
6063,CHEMBL1200559,LACTIC ACID,4.0,90.08,0.0,-0.55,LACTIC ACID,CC(O)C(=O)O,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,,CC(O)C(=O)O
6064,CHEMBL495778,PENICILLIC ACID,0.0,170.16,0.0,0.34,PENICILLIC ACID,C=C(C)C1(O)OC(=O)C=C1OC,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,,C=C(C)C1(O)OC(=O)C=C1OC
6065,CHEMBL495778,PENICILLIC ACID,0.0,170.16,0.0,0.34,PENICILLIC ACID,C=C(C)C1(O)OC(=O)C=C1OC,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,,C=C(C)C1(O)OC(=O)C=C1OC
6066,CHEMBL429,LABETALOL,4.0,328.41,0.0,2.14,LABETALOL,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,Ki,'=',3326.0,nM,5.48,,,UO_0000065,16.68,0.31,3.34,5.73,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,3326.0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
6067,CHEMBL223166,,0.0,299.37,0.0,2.8,"3, (S,S)-MeNER",COc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,Ki,'=',7.93,nM,8.1,,,UO_0000065,27.06,0.5,5.3,20.39,False,CHEMBL915603,Binding affinity at NET,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1145526,1,Scientific Literature,Bioorg. Med. Chem.,2007.0,,,7.93,COc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1
6068,CHEMBL370805,COCAINE,4.0,303.36,0.0,1.87,1,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,IC50,'=',3300.0,nM,5.48,,,UO_0000065,18.07,0.34,3.61,9.82,True,CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1149262,1,Scientific Literature,J. Med. Chem.,2004.0,,,3300.0,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C
6069,CHEMBL607547,,0.0,769.09,2.0,8.95,27,CN1C2CCC1[C@@H](C(=O)NCc1ccc(CCNC(=O)[C@H]3C4CCC(C[C@@H]3c3ccc(-c5ccsc5)cc3)N4C)cc1)[C@@H](c1ccc(-c3ccsc3)cc1)C2,Ki,'=',1300.0,nM,5.89,,,UO_0000065,7.65,0.15,-3.06,9.1,False,CHEMBL1044206,Displacement of [125I]methyl 3-(4-iodophenyl)-8-methyl-8-aza-bicyclo[3.2.1]octane-2-carboxylate from human recombinant NET expressed in african green monkey COS1 cells by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,COS-1,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1152507,1,Scientific Literature,Bioorg. Med. Chem.,2009.0,CHEMBL3308351,,1300.0,CN1C2CCC1[C@@H](C(=O)NCc1ccc(CCNC(=O)[C@H]3C4CCC(C[C@@H]3c3ccc(-c5ccsc5)cc3)N4C)cc1)[C@@H](c1ccc(-c3ccsc3)cc1)C2
6070,CHEMBL1812741,,0.0,310.44,0.0,4.28,4c,CCc1cc([C@H]2[C@@H](c3ccc(C)cc3)C[C@@H]3CC[C@H]2N3C)on1,IC50,'=',11.0,nM,7.96,,,UO_0000065,25.64,0.47,3.68,27.19,False,CHEMBL1815454,Inhibition of human NET expressed in HEK293 cells assessed as inhibition of [3H]NE reuptake after 10 mins by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1811897,1,Scientific Literature,J. Med. Chem.,2010.0,CHEMBL3307715,,11.0,CCc1cc([C@H]2[C@@H](c3ccc(C)cc3)C[C@@H]3CC[C@H]2N3C)on1
6071,CHEMBL203821,,0.0,288.42,0.0,2.81,2b,Cc1ccc([S+]([O-])c2ccccc2CN(C)C)c(N)c1,IC50,'>',100.0,nM,,,,UO_0000065,,,,,False,CHEMBL867194,Inhibitory activity against NET,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1138999,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006.0,,,100.0,Cc1ccc([S+]([O-])c2ccccc2CN(C)C)c(N)c1
6072,CHEMBL204254,,0.0,245.37,0.0,3.44,4s,CCCC(C(=O)c1cccc(C)c1)N1CCCC1,Ki,'=',216.0,nM,6.67,,,UO_0000065,27.17,0.51,3.23,32.82,False,CHEMBL859243,Displacement of [125I]RTI-55 from human NET expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1138144,1,Scientific Literature,J. Med. Chem.,2006.0,CHEMBL3307715,,216.0,CCCC(C(=O)c1cccc(C)c1)N1CCCC1
6073,CHEMBL204759,,0.0,281.4,0.0,4.29,4t,CCCC(C(=O)c1ccc2ccccc2c1)N1CCCC1,Ki,'=',136.0,nM,6.87,,,UO_0000065,24.4,0.45,2.58,33.81,False,CHEMBL859243,Displacement of [125I]RTI-55 from human NET expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1138144,1,Scientific Literature,J. Med. Chem.,2006.0,CHEMBL3307715,,136.0,CCCC(C(=O)c1ccc2ccccc2c1)N1CCCC1
6074,CHEMBL1712923,IRSOGLADINE MALEATE,1.0,372.17,0.0,2.01,IRSOGLADINE MALEATE,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1.O=C(O)/C=C\C(=O)O,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1
6075,CHEMBL2391541,,0.0,270.38,0.0,3.39,"18, 5-MeO-DALT",C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12,Ki,'=',12008.0,nM,4.92,,,UO_0000065,18.2,0.34,1.53,17.41,False,CHEMBL2393682,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells preincubated for 10 mins prior to substrate addition measured after 4 mins by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2390840,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013.0,CHEMBL3307715,,12008.0,C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12
6076,CHEMBL54,HALOPERIDOL,4.0,375.87,0.0,4.43,Haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,IC50,'=',1836.0,nM,5.74,,,UO_0000065,15.26,0.3,1.31,14.15,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,1836.0,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
6077,CHEMBL3703744,,0.0,371.27,0.0,4.27,BDBM159343,Nc1ccc(-c2ccc3c(c2)CNCC3c2ccc(Cl)c(Cl)c2)nn1,IC50,'=',22.9,nM,7.64,,302108,UO_0000065,20.58,0.42,3.37,11.97,False,CHEMBL3707933,"Radioligand Binding Assay: Compounds were dissolved in 100% DMSO at a concentration 100 times the desired highest assay concentration, serially diluted 1:3 in 100% DMSO, and 1.0 ul/well of each solution was dispensed to a Nunc polypropylene, round bottom, 384-well plate. 100% inhibition is defined with 1.0 ul/well of 10 mM desipramine dissolved in DMSO. 50 ul/well of a 2x membrane preparation (0.4 mg/ml in 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl) and 50 ul/well of a 2x radioligand solution (4 nM [3H]nisoxetine in 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl) were added to the well and the reaction incubated for 1 hour at room temperature. The contents of the assay plate were then transferred to a Millipore MultiscreenHTS GF/B filter plate which was pretreated with 0.5% PEI for at least one hour. The plate was vacuum filtered and washed with 7 washes of 100 ul/well 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl chilled to 4 C.",B,BAO_0000249,cell membrane format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3639176,37,BindingDB Database,,2015.0,,,22.9,Nc1ccc(-c2ccc3c(c2)CNCC3c2ccc(Cl)c(Cl)c2)nn1
6078,CHEMBL1140,NIACINAMIDE,4.0,122.13,0.0,0.18,NIACINAMIDE,NC(=O)c1cccnc1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,,NC(=O)c1cccnc1
6079,CHEMBL612,DEXTROAMPHETAMINE,4.0,135.21,0.0,1.58,(+)-Amphetamine,C[C@H](N)Cc1ccccc1,Ki,'=',101.0,nM,7.0,,,UO_0000065,51.74,0.96,5.42,26.89,False,CHEMBL2393682,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells preincubated for 10 mins prior to substrate addition measured after 4 mins by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2390840,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013.0,CHEMBL3307715,,101.0,C[C@H](N)Cc1ccccc1
6080,CHEMBL558,MEXILETINE,4.0,179.26,0.0,2.03,MEXILETINE,Cc1cccc(C)c1OCC(C)N,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,,Cc1cccc(C)c1OCC(C)N
6081,CHEMBL428,TROVAFLOXACIN,4.0,416.36,0.0,1.89,TROVAFLOXACIN,N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,,N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12
6082,CHEMBL462402,,0.0,299.44,0.0,3.34,rac-9,CNCC1(O)Cc2ccccc2C1Sc1ccccc1C,IC50,'=',10.0,nM,8.0,,,UO_0000065,26.72,0.52,4.66,24.8,False,CHEMBL963839,Inhibition of norepinephrine uptake at human NET transfected in HEK cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1152169,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008.0,CHEMBL3307715,,10.0,CNCC1(O)Cc2ccccc2C1Sc1ccccc1C
6083,CHEMBL197315,,0.0,232.3,0.0,2.97,(-)-12e,CN(C)C[C@@H]1C[C@H]1c1c[nH]c2ccc(F)cc12,Inhibition,'<',50.0,%,,,,UO_0000187,,,,,False,CHEMBL881982,Binding inhibition towards human norepinephrine transporter at 1 uM,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1141089,1,Scientific Literature,J. Med. Chem.,2005.0,,,50.0,CN(C)C[C@@H]1C[C@H]1c1c[nH]c2ccc(F)cc12
6084,CHEMBL365183,,0.0,277.84,0.0,4.42,52,CN(C)CC1C2CCC(CC2)[C@@H]1c1cccc(Cl)c1,IC50,'=',22.0,nM,7.66,,,UO_0000065,27.56,0.55,3.24,236.34,False,CHEMBL885188,Inhibition constant against norepinephrine transporter,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1140446,1,Scientific Literature,J. Med. Chem.,2005.0,,,22.0,CN(C)CC1C2CCC(CC2)[C@@H]1c1cccc(Cl)c1
6085,CHEMBL1200559,LACTIC ACID,4.0,90.08,0.0,-0.55,LACTIC ACID,CC(O)C(=O)O,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,,CC(O)C(=O)O
6086,CHEMBL2252949,(-)-CAMPHOR,0.0,152.24,0.0,2.4,L-CAMPHOR,CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,,CC1(C)[C@H]2CC[C@]1(C)C(=O)C2
6087,CHEMBL1909078,SODIUM ARSENITE,0.0,129.91,,,SODIUM ARSENITE,O=[As][O-].[Na+],IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,,O=[As][O-]
6088,CHEMBL232671,,0.0,236.7,0.0,3.45,6c,COC(=O)C1=C(c2cccc(Cl)c2)CCC1,Ki,'=',470000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL893352,Displacement of [125I]RTI55 from human NET expressed in COS1 cell membrane,B,BAO_0000219,cell-based format,Homo sapiens,,,COS-1,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1148012,1,Scientific Literature,Bioorg. Med. Chem.,2007.0,CHEMBL3308351,,470000.0,COC(=O)C1=C(c2cccc(Cl)c2)CCC1
6089,CHEMBL1836646,,0.0,331.39,0.0,2.73,11,Oc1cccc(F)c1-n1nc(OC2CCNCC2)c2c1CCCC2,Ki,'=',2900.0,nM,5.54,,,UO_0000065,16.71,0.32,2.81,9.34,False,CHEMBL1838344,Displacement of [3H]nisoxetine from human NET receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1833828,1,Scientific Literature,J. Med. Chem.,2011.0,,,2900.0,Oc1cccc(F)c1-n1nc(OC2CCNCC2)c2c1CCCC2
6090,CHEMBL493264,,0.0,289.47,0.0,4.62,16,CSc1ccc(Sc2ccccc2CN(C)C)cc1,IC50,'=',640.0,nM,6.19,,,UO_0000065,21.4,0.45,1.57,191.17,False,CHEMBL1012269,Inhibition of [3H]NA reuptake in human noradrenaline transporter expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1155050,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008.0,CHEMBL3307715,,640.0,CSc1ccc(Sc2ccccc2CN(C)C)cc1
6091,CHEMBL492841,,0.0,257.4,0.0,3.72,9,CNCc1ccccc1Cc1ccc(SC)cc1,IC50,'=',7300.0,nM,5.14,,,UO_0000065,19.96,0.39,1.42,42.7,False,CHEMBL1012269,Inhibition of [3H]NA reuptake in human noradrenaline transporter expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1155050,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008.0,CHEMBL3307715,,7300.0,CNCc1ccccc1Cc1ccc(SC)cc1
6092,CHEMBL260823,,0.0,321.78,0.0,3.59,9b,Fc1ccc(O[C@H](c2ccccc2)[C@H]2CNCCO2)c(Cl)c1,Ki,'=',830.0,nM,6.08,,,UO_0000065,18.9,0.38,2.49,19.94,False,CHEMBL932524,Inhibition of [3H]nisoxetine reuptake at human NET expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1144811,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008.0,CHEMBL3307715,,830.0,Fc1ccc(O[C@H](c2ccccc2)[C@H]2CNCCO2)c(Cl)c1
6093,CHEMBL99946,LEVOMILNACIPRAN,4.0,246.35,0.0,1.77,"1-II, 1S,2R-milnacipran",CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,IC50,'=',40.0,nM,7.4,,,UO_0000065,30.03,0.56,5.63,15.97,False,CHEMBL930494,Inhibition of human NET,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1143081,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008.0,,,40.0,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN
6094,CHEMBL216773,,0.0,1037.14,,,10,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)NC[C@H]4CC[C@H](C(=O)NCCN5C6CCC5[C@@H](C(=O)OC)[C@@H](c5ccc(Cl)c(Cl)c5)C6)CC4)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,Ki,'=',627.0,nM,6.2,,,UO_0000065,5.98,,,,False,CHEMBL864473,Displacement of [3H]dopamine from human NET expressed in COS7 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,COS-7,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1141227,1,Scientific Literature,J. Med. Chem.,2005.0,CHEMBL3307648,,627.0,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)NC[C@H]4CC[C@H](C(=O)NCCN5C6CCC5[C@@H](C(=O)OC)[C@@H](c5ccc(Cl)c(Cl)c5)C6)CC4)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1
6095,CHEMBL4539105,,0.0,338.84,0.0,2.97,53,CN(CCOc1cc(COc2ccccc2)on1)CC1CC1.Cl,Inhibition,'<',50.0,%,,,,UO_0000187,,,,,False,CHEMBL4426164,Displacement of [3H]nisoxetine from human NET expressed in HEK293 cells at 10 uM measured after 30 mins,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4425114,1,Scientific Literature,J Med Chem,2016.0,CHEMBL3307715,,50.0,CN(CCOc1cc(COc2ccccc2)on1)CC1CC1
6096,CHEMBL1382,TOLTERODINE,4.0,325.5,1.0,5.34,1,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,Activity,'=',15.0,%,,,,UO_0000187,,,,,False,CHEMBL1838357,Binding affinity at human NET receptor at 10 uM,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1833828,1,Scientific Literature,J. Med. Chem.,2011.0,,,15.0,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1
6097,CHEMBL482294,,0.0,406.45,0.0,2.58,rac-37,CN(C)Cc1cc(S(N)(=O)=O)ccc1[S+]([O-])c1ccc(C(F)(F)F)cc1,IC50,'>',10000.0,nM,,,,UO_0000065,,,,,False,CHEMBL1012269,Inhibition of [3H]NA reuptake in human noradrenaline transporter expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1155050,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008.0,CHEMBL3307715,,10000.0,CN(C)Cc1cc(S(N)(=O)=O)ccc1[S+]([O-])c1ccc(C(F)(F)F)cc1
